File Name,Case Type,Court,Year,Topic,Summary,Local Path
civil_general_pakistan_20_U-A1843-_11.pdf,civil,Supreme Court,20,general,"in the supreme court of pakistan
(original jurisdiction)
constitutional bench:
justice muhammad ali mazhar
justice naeem akhter afghan
justice shahid bilal hassan
justice salahuddin panhwar
justice sh",c:\hafsa_thesis material\supreme_court_scraper\pdfs\civil\civil_general_pakistan_20_U-A1843-_11.pdf
civil_general_pakistan_20_CP22-2025_6.pdf,civil,Supreme Court,20,general,"in the supreme court of pakistan
(original jurisdiction)
constitutional bench:
justice muhammad ali mazhar
justice naeem akhter afghan
justice shahid bilal hassan
justice salahuddin panhwar
justice sh",c:\hafsa_thesis material\supreme_court_scraper\pdfs\civil\civil_general_pakistan_20_CP22-2025_6.pdf
civil_general_pakistan_unknown_BailAfterArrest-BailAfterArrest.pdf,civil,Supreme Court,unknown,general,"
",c:\hafsa_thesis material\supreme_court_scraper\pdfs\civil\civil_general_pakistan_unknown_BailAfterArrest-BailAfterArrest.pdf
civil_general_pakistan_unknown_CrlPLA1055-2025.pdf,civil,Supreme Court,unknown,general,"
",c:\hafsa_thesis material\supreme_court_scraper\pdfs\civil\civil_general_pakistan_unknown_CrlPLA1055-2025.pdf
bail_appeal_pakistan_20_BailAfterArrest-BailAfterArrest_2.pdf,bail,Supreme Court,20,appeal,"in the supreme court of pakistan
(appellate jurisdiction)
present:
mr. justice syed hasan azhar rizvi
mr. justice naeem akhter afghan
criminal petition no.1144 of 2025
(on appeal against the order dat",c:\hafsa_thesis material\supreme_court_scraper\pdfs\bail\bail_appeal_pakistan_20_BailAfterArrest-BailAfterArrest_2.pdf
bail_appeal_pakistan_20_CrlPLA1144-2025.pdf,bail,Supreme Court,20,appeal,"in the supreme court of pakistan
(appellate jurisdiction)
present:
mr. justice syed hasan azhar rizvi
mr. justice naeem akhter afghan
criminal petition no.1144 of 2025
(on appeal against the order dat",c:\hafsa_thesis material\supreme_court_scraper\pdfs\bail\bail_appeal_pakistan_20_CrlPLA1144-2025.pdf
criminal_appeal_pakistan_20_DeathSentence-Sessions_2.pdf,criminal,Supreme Court,20,appeal,"the supreme court of pakistan
(appellate jurisdiction)
bench:
mr. justice athar minallah
mr. justice naeem akhtar afghan
mr. justice malik shahzad ahmad khan
jail petition no.213 and 214 of 2024
(agai",c:\hafsa_thesis material\supreme_court_scraper\pdfs\criminal\criminal_appeal_pakistan_20_DeathSentence-Sessions_2.pdf
criminal_appeal_pakistan_20_JP213-2024.pdf,criminal,Supreme Court,20,appeal,"the supreme court of pakistan
(appellate jurisdiction)
bench:
mr. justice athar minallah
mr. justice naeem akhtar afghan
mr. justice malik shahzad ahmad khan
jail petition no.213 and 214 of 2024
(agai",c:\hafsa_thesis material\supreme_court_scraper\pdfs\criminal\criminal_appeal_pakistan_20_JP213-2024.pdf
civil_general_pakistan_20_U-A1843-_12.pdf,civil,Supreme Court,20,general,"1
constitution petition no.22/2025 etc.
order
naeem akhter afghan, j. for the reasons to be recorded later on, all
the constitution petitions are accepted. the impugned notification
no.f.10(2)/2024-a.",c:\hafsa_thesis material\supreme_court_scraper\pdfs\civil\civil_general_pakistan_20_U-A1843-_12.pdf
civil_general_pakistan_20_CP22-2025_7.pdf,civil,Supreme Court,20,general,"1
constitution petition no.22/2025 etc.
order
naeem akhter afghan, j. for the reasons to be recorded later on, all
the constitution petitions are accepted. the impugned notification
no.f.10(2)/2024-a.",c:\hafsa_thesis material\supreme_court_scraper\pdfs\civil\civil_general_pakistan_20_CP22-2025_7.pdf
civil_appeal_pakistan_20_LifeImprisonment-Sessions.pdf,civil,Supreme Court,20,appeal,"in the supreme court of pakistan
(appellate jurisdiction)
present:
justice naeem akhter afghan
justice muhammad hashim khan kakar
justice ishtiaq ibrahim
crl.a.379/2021 in crl.p.l.a.801/2019
(on appea",c:\hafsa_thesis material\supreme_court_scraper\pdfs\civil\civil_appeal_pakistan_20_LifeImprisonment-Sessions.pdf
civil_appeal_pakistan_20_CrlA379-2021.pdf,civil,Supreme Court,20,appeal,"in the supreme court of pakistan
(appellate jurisdiction)
present:
justice naeem akhter afghan
justice muhammad hashim khan kakar
justice ishtiaq ibrahim
crl.a.379/2021 in crl.p.l.a.801/2019
(on appea",c:\hafsa_thesis material\supreme_court_scraper\pdfs\civil\civil_appeal_pakistan_20_CrlA379-2021.pdf
civil_appeal_pakistan_20_Banking-RecoverySuits_1.pdf,civil,Supreme Court,20,appeal,"in the supreme court of pakistan
(appellate jurisdiction)
present:
justice naeem akhter afghan
justice muhammad shafi siddiqui
justice shakeel ahmad
civil appeal no.164 of 2025
(on appeal against the ",c:\hafsa_thesis material\supreme_court_scraper\pdfs\civil\civil_appeal_pakistan_20_Banking-RecoverySuits_1.pdf
civil_appeal_pakistan_20_CA164-2025.pdf,civil,Supreme Court,20,appeal,"in the supreme court of pakistan
(appellate jurisdiction)
present:
justice naeem akhter afghan
justice muhammad shafi siddiqui
justice shakeel ahmad
civil appeal no.164 of 2025
(on appeal against the ",c:\hafsa_thesis material\supreme_court_scraper\pdfs\civil\civil_appeal_pakistan_20_CA164-2025.pdf
bail_general_pakistan_20_BailBeforeArrest-.pdf,bail,Supreme Court,20,general,"in the supreme court of pakistan
(appellate jurisdiction)
present:
justice naeem akhter afghan
justice muhammad hashim khan kakar
justice ishtiaq ibrahim
crl.p.l.a.1117/2024
(against order dated 3.10.",c:\hafsa_thesis material\supreme_court_scraper\pdfs\bail\bail_general_pakistan_20_BailBeforeArrest-.pdf
bail_general_pakistan_20_CrlPLA1117-2024.pdf,bail,Supreme Court,20,general,"in the supreme court of pakistan
(appellate jurisdiction)
present:
justice naeem akhter afghan
justice muhammad hashim khan kakar
justice ishtiaq ibrahim
crl.p.l.a.1117/2024
(against order dated 3.10.",c:\hafsa_thesis material\supreme_court_scraper\pdfs\bail\bail_general_pakistan_20_CrlPLA1117-2024.pdf
criminal_appeal_pakistan_19_Miscellaneous-.pdf,criminal,Supreme Court,19,appeal,"1
ica 5/23 etc.
order
jamal khan mandokhail and naeem akhter afghan jj.- for the reasons to be
recorded later on, we dismiss these appeals on the following grounds:
(a) the pakistan army act, 1952 (‘p",c:\hafsa_thesis material\supreme_court_scraper\pdfs\criminal\criminal_appeal_pakistan_19_Miscellaneous-.pdf
criminal_appeal_pakistan_19_ICA5-2023.pdf,criminal,Supreme Court,19,appeal,"1
ica 5/23 etc.
order
jamal khan mandokhail and naeem akhter afghan jj.- for the reasons to be
recorded later on, we dismiss these appeals on the following grounds:
(a) the pakistan army act, 1952 (‘p",c:\hafsa_thesis material\supreme_court_scraper\pdfs\criminal\criminal_appeal_pakistan_19_ICA5-2023.pdf
bail_appeal_pakistan_20_BailAfterArrest-_11.pdf,bail,Supreme Court,20,appeal,"in the supreme court of pakistan
(appellate jurisdiction)
present:
justice naeem akhter afghan
justice muhammad hashim khan kakar
justice ishtiaq ibrahim
criminal petition no. 1175 of 2024
(on appeal ",c:\hafsa_thesis material\supreme_court_scraper\pdfs\bail\bail_appeal_pakistan_20_BailAfterArrest-_11.pdf
bail_appeal_pakistan_20_CrlPLA1175-2024.pdf,bail,Supreme Court,20,appeal,"in the supreme court of pakistan
(appellate jurisdiction)
present:
justice naeem akhter afghan
justice muhammad hashim khan kakar
justice ishtiaq ibrahim
criminal petition no. 1175 of 2024
(on appeal ",c:\hafsa_thesis material\supreme_court_scraper\pdfs\bail\bail_appeal_pakistan_20_CrlPLA1175-2024.pdf
civil_general_pakistan_20_U-A1843-_13.pdf,civil,Supreme Court,20,general,"in the supreme court of pakistan
(original jurisdiction)
constitutional bench:
justice muhammad ali mazhar
justice naeem akhter afghan
justice shahid bilal hassan
justice salahuddin panhwar
justice sh",c:\hafsa_thesis material\supreme_court_scraper\pdfs\civil\civil_general_pakistan_20_U-A1843-_13.pdf
civil_general_pakistan_20_CP22-2025_8.pdf,civil,Supreme Court,20,general,"in the supreme court of pakistan
(original jurisdiction)
constitutional bench:
justice muhammad ali mazhar
justice naeem akhter afghan
justice shahid bilal hassan
justice salahuddin panhwar
justice sh",c:\hafsa_thesis material\supreme_court_scraper\pdfs\civil\civil_general_pakistan_20_CP22-2025_8.pdf
civil_general_pakistan_20_U-A1843-_14.pdf,civil,Supreme Court,20,general,"in the supreme court of pakistan
(original jurisdiction)
constitutional bench:
justice muhammad ali mazhar
justice naeem akhter afghan
justice shahid bilal hassan
justice salahuddin panhwar
justice sh",c:\hafsa_thesis material\supreme_court_scraper\pdfs\civil\civil_general_pakistan_20_U-A1843-_14.pdf
civil_general_pakistan_20_CP22-2025_9.pdf,civil,Supreme Court,20,general,"in the supreme court of pakistan
(original jurisdiction)
constitutional bench:
justice muhammad ali mazhar
justice naeem akhter afghan
justice shahid bilal hassan
justice salahuddin panhwar
justice sh",c:\hafsa_thesis material\supreme_court_scraper\pdfs\civil\civil_general_pakistan_20_CP22-2025_9.pdf
civil_appeal_pakistan_20_LifeImprisonment-LifeImprisonment.pdf,civil,Supreme Court,20,appeal,"supreme court of pakistan
(appellate jurisdiction)
present;
justice jamal khan mandokhail
justice musarrat hilali
justice naeem akhter afghan
jail petitions no.314 & 315/2017 and crl.p.l.a.576-l/2017
",c:\hafsa_thesis material\supreme_court_scraper\pdfs\civil\civil_appeal_pakistan_20_LifeImprisonment-LifeImprisonment.pdf
civil_appeal_pakistan_20_JP314-2017.pdf,civil,Supreme Court,20,appeal,"supreme court of pakistan
(appellate jurisdiction)
present;
justice jamal khan mandokhail
justice musarrat hilali
justice naeem akhter afghan
jail petitions no.314 & 315/2017 and crl.p.l.a.576-l/2017
",c:\hafsa_thesis material\supreme_court_scraper\pdfs\civil\civil_appeal_pakistan_20_JP314-2017.pdf
service_contract_pakistan_20_Service-Appointments_1.pdf,service,Supreme Court,20,contract,"in the supreme court of pakistan
(appellate jurisdiction)
present:
justice qazi faez isa, cj
justice naeem akhtar afghan
justice shahid bilal hassan
civil petition no.3390 of 2021
(on appeal against t",c:\hafsa_thesis material\supreme_court_scraper\pdfs\service\service_contract_pakistan_20_Service-Appointments_1.pdf
service_contract_pakistan_20_CPLA3390-2021.pdf,service,Supreme Court,20,contract,"in the supreme court of pakistan
(appellate jurisdiction)
present:
justice qazi faez isa, cj
justice naeem akhtar afghan
justice shahid bilal hassan
civil petition no.3390 of 2021
(on appeal against t",c:\hafsa_thesis material\supreme_court_scraper\pdfs\service\service_contract_pakistan_20_CPLA3390-2021.pdf
bail_appeal_pakistan_20_BailBeforeArrest-_2.pdf,bail,Supreme Court,20,appeal,"in the supreme court of pakistan
( appellate jurisdiction)
present:
justice qazi faez isa, cj
justice naeem akhtar afghan
criminal petition no. 513-l of 2024
(on appeal against the order dated 15.04.2",c:\hafsa_thesis material\supreme_court_scraper\pdfs\bail\bail_appeal_pakistan_20_BailBeforeArrest-_2.pdf
bail_appeal_pakistan_20_CrlPLA513-L-2024.pdf,bail,Supreme Court,20,appeal,"in the supreme court of pakistan
( appellate jurisdiction)
present:
justice qazi faez isa, cj
justice naeem akhtar afghan
criminal petition no. 513-l of 2024
(on appeal against the order dated 15.04.2",c:\hafsa_thesis material\supreme_court_scraper\pdfs\bail\bail_appeal_pakistan_20_CrlPLA513-L-2024.pdf
bail_appeal_pakistan_20_BailBeforeArrest-_3.pdf,bail,Supreme Court,20,appeal,"in the supreme court of pakistan
( appellate jurisdiction)
present:
mr. justice amin-ud-din khan
mr. justice naeem akhtar afghan
criminal petitions no.157 of 2024 and crl. p. no. 894 of 2024
(on appea",c:\hafsa_thesis material\supreme_court_scraper\pdfs\bail\bail_appeal_pakistan_20_BailBeforeArrest-_3.pdf
bail_appeal_pakistan_20_CrlPLA157-2024.pdf,bail,Supreme Court,20,appeal,"in the supreme court of pakistan
( appellate jurisdiction)
present:
mr. justice amin-ud-din khan
mr. justice naeem akhtar afghan
criminal petitions no.157 of 2024 and crl. p. no. 894 of 2024
(on appea",c:\hafsa_thesis material\supreme_court_scraper\pdfs\bail\bail_appeal_pakistan_20_CrlPLA157-2024.pdf
criminal_appeal_pakistan_20_LifeImprisonment-Others.pdf,criminal,Supreme Court,20,appeal,"in the supreme court of pakistan
( appellate jurisdiction )
present:
justice jamal khan mandokhail
justice syed hasan azhar rizvi
justice naeem akhtar afghan
criminal appeals nos. 505 to 507 of 2019
(",c:\hafsa_thesis material\supreme_court_scraper\pdfs\criminal\criminal_appeal_pakistan_20_LifeImprisonment-Others.pdf
criminal_appeal_pakistan_20_CrlA505-2019.pdf,criminal,Supreme Court,20,appeal,"in the supreme court of pakistan
( appellate jurisdiction )
present:
justice jamal khan mandokhail
justice syed hasan azhar rizvi
justice naeem akhtar afghan
criminal appeals nos. 505 to 507 of 2019
(",c:\hafsa_thesis material\supreme_court_scraper\pdfs\criminal\criminal_appeal_pakistan_20_CrlA505-2019.pdf
bail_appeal_pakistan_20_LifeImprisonment-Others.pdf,bail,Supreme Court,20,appeal,"in the supreme court of pakistan
( appellate jurisdiction )
present:
justice jamal khan mandokhail
justice syed hasan azhar rizvi
justice naeem akhtar afghan
criminal appeal nos. 502 to 504 of 2019
(a",c:\hafsa_thesis material\supreme_court_scraper\pdfs\bail\bail_appeal_pakistan_20_LifeImprisonment-Others.pdf
bail_appeal_pakistan_20_CrlA502-2019.pdf,bail,Supreme Court,20,appeal,"in the supreme court of pakistan
( appellate jurisdiction )
present:
justice jamal khan mandokhail
justice syed hasan azhar rizvi
justice naeem akhtar afghan
criminal appeal nos. 502 to 504 of 2019
(a",c:\hafsa_thesis material\supreme_court_scraper\pdfs\bail\bail_appeal_pakistan_20_CrlA502-2019.pdf
civil_election_pakistan_20_Election-NationalAssembly-RecountingofVotes.pdf,civil,Supreme Court,20,election,"in the supreme court of pakistan
( appellate jurisdiction )
present:
mr. justice amin-ud-din khan
mr. justice naeem akhtar afghan
civil petition no.2477 of 2024
(on appeal against the order dated 22.0",c:\hafsa_thesis material\supreme_court_scraper\pdfs\civil\civil_election_pakistan_20_Election-NationalAssembly-RecountingofVotes.pdf
civil_election_pakistan_20_CPLA2477-2024.pdf,civil,Supreme Court,20,election,"in the supreme court of pakistan
( appellate jurisdiction )
present:
mr. justice amin-ud-din khan
mr. justice naeem akhtar afghan
civil petition no.2477 of 2024
(on appeal against the order dated 22.0",c:\hafsa_thesis material\supreme_court_scraper\pdfs\civil\civil_election_pakistan_20_CPLA2477-2024.pdf
criminal_appeal_pakistan_20_DeathSentence-Others.pdf,criminal,Supreme Court,20,appeal,"in the supreme court of pakistan
(appellate jurisdiction)
present:
justice qazi faez isa, chairman
justice naeem akhtar afghan
justice shahid bilal hassan
dr. muhammad khalid masud
dr. qibla ayaz
crim",c:\hafsa_thesis material\supreme_court_scraper\pdfs\criminal\criminal_appeal_pakistan_20_DeathSentence-Others.pdf
criminal_appeal_pakistan_20_CrlShA5-2018.pdf,criminal,Supreme Court,20,appeal,"in the supreme court of pakistan
(appellate jurisdiction)
present:
justice qazi faez isa, chairman
justice naeem akhtar afghan
justice shahid bilal hassan
dr. muhammad khalid masud
dr. qibla ayaz
crim",c:\hafsa_thesis material\supreme_court_scraper\pdfs\criminal\criminal_appeal_pakistan_20_CrlShA5-2018.pdf
civil_appeal_pakistan_20_SuitforDeclaration-Others_5.pdf,civil,Supreme Court,20,appeal,"in the supreme court of pakistan
( appellate jurisdiction )
present:
justice qazi faez isa, cj
justice naeem akhtar afghan
justice aqeel ahmed abbasi
civil appeal no.477-l of 2011
(0n appeal against t",c:\hafsa_thesis material\supreme_court_scraper\pdfs\civil\civil_appeal_pakistan_20_SuitforDeclaration-Others_5.pdf
civil_appeal_pakistan_20_CA477-L-2011.pdf,civil,Supreme Court,20,appeal,"in the supreme court of pakistan
( appellate jurisdiction )
present:
justice qazi faez isa, cj
justice naeem akhtar afghan
justice aqeel ahmed abbasi
civil appeal no.477-l of 2011
(0n appeal against t",c:\hafsa_thesis material\supreme_court_scraper\pdfs\civil\civil_appeal_pakistan_20_CA477-L-2011.pdf
bail_appeal_pakistan_20_BailBeforeArrest-_4.pdf,bail,Supreme Court,20,appeal,"in the supreme court of pakistan
( appellate jurisdiction )
present:
justice naeem akhtar afghan
justice shahid bilal hassan
criminal petition no.660 of 2024
(on appeal against the order dated 24.05.2",c:\hafsa_thesis material\supreme_court_scraper\pdfs\bail\bail_appeal_pakistan_20_BailBeforeArrest-_4.pdf
bail_appeal_pakistan_20_CrlPLA660-2024.pdf,bail,Supreme Court,20,appeal,"in the supreme court of pakistan
( appellate jurisdiction )
present:
justice naeem akhtar afghan
justice shahid bilal hassan
criminal petition no.660 of 2024
(on appeal against the order dated 24.05.2",c:\hafsa_thesis material\supreme_court_scraper\pdfs\bail\bail_appeal_pakistan_20_CrlPLA660-2024.pdf
bail_appeal_pakistan_20_BailAfterArrest-_12.pdf,bail,Supreme Court,20,appeal,"in the supreme court of pakistan
( appellate jurisdiction )
present:
justice naeem akhtar afghan
justice shahid bilal hassan
criminal petition no.556 of 2024
(on appeal against the judgment dated 06.0",c:\hafsa_thesis material\supreme_court_scraper\pdfs\bail\bail_appeal_pakistan_20_BailAfterArrest-_12.pdf
bail_appeal_pakistan_20_CrlPLA556-2024.pdf,bail,Supreme Court,20,appeal,"in the supreme court of pakistan
( appellate jurisdiction )
present:
justice naeem akhtar afghan
justice shahid bilal hassan
criminal petition no.556 of 2024
(on appeal against the judgment dated 06.0",c:\hafsa_thesis material\supreme_court_scraper\pdfs\bail\bail_appeal_pakistan_20_CrlPLA556-2024.pdf
bail_appeal_pakistan_20_BailAfterArrest-_13.pdf,bail,Supreme Court,20,appeal,"in the supreme court of pakistan
( appellate jurisdiction )
present:
justice naeem akhtar afghan
justice shahid bilal hassan
criminal petition no.368 of 2024
(on appeal against the judgment dated 14.0",c:\hafsa_thesis material\supreme_court_scraper\pdfs\bail\bail_appeal_pakistan_20_BailAfterArrest-_13.pdf
bail_appeal_pakistan_20_CrlPLA368-2024.pdf,bail,Supreme Court,20,appeal,"in the supreme court of pakistan
( appellate jurisdiction )
present:
justice naeem akhtar afghan
justice shahid bilal hassan
criminal petition no.368 of 2024
(on appeal against the judgment dated 14.0",c:\hafsa_thesis material\supreme_court_scraper\pdfs\bail\bail_appeal_pakistan_20_CrlPLA368-2024.pdf
bail_appeal_pakistan_20_BailAfterArrest-_14.pdf,bail,Supreme Court,20,appeal,"in the supreme court of pakistan
( appellate jurisdiction )
present:
justice naeem akhtar afghan
justice shahid bilal hassan
criminal petition no.271 of 2024
(on appeal against the judgment dated 15.0",c:\hafsa_thesis material\supreme_court_scraper\pdfs\bail\bail_appeal_pakistan_20_BailAfterArrest-_14.pdf
bail_appeal_pakistan_20_CrlPLA271-2024.pdf,bail,Supreme Court,20,appeal,"in the supreme court of pakistan
( appellate jurisdiction )
present:
justice naeem akhtar afghan
justice shahid bilal hassan
criminal petition no.271 of 2024
(on appeal against the judgment dated 15.0",c:\hafsa_thesis material\supreme_court_scraper\pdfs\bail\bail_appeal_pakistan_20_CrlPLA271-2024.pdf
civil_appeal_pakistan_20_Family-Others.pdf,civil,Supreme Court,20,appeal,"in the supreme court of pakistan
( appellate jurisdiction )
present:
justice naeem akhtar afghan
justice shahid bilal hassan
civil petition no.3601-l of 2022
(on appeal against the order dated 28.10.2",c:\hafsa_thesis material\supreme_court_scraper\pdfs\civil\civil_appeal_pakistan_20_Family-Others.pdf
civil_appeal_pakistan_20_CPLA3601-L-2022.pdf,civil,Supreme Court,20,appeal,"in the supreme court of pakistan
( appellate jurisdiction )
present:
justice naeem akhtar afghan
justice shahid bilal hassan
civil petition no.3601-l of 2022
(on appeal against the order dated 28.10.2",c:\hafsa_thesis material\supreme_court_scraper\pdfs\civil\civil_appeal_pakistan_20_CPLA3601-L-2022.pdf
civil_election_pakistan_20_Election-NationalAssembly-ReservedSeats_13.pdf,civil,Supreme Court,20,election,"order
jamal khan mandokhail, j. for reasons to be recorded later, we
dispose of these appeals, petitions and miscellaneous applications
through a short order as under:
1. these matters involve a contr",c:\hafsa_thesis material\supreme_court_scraper\pdfs\civil\civil_election_pakistan_20_Election-NationalAssembly-ReservedSeats_13.pdf
civil_election_pakistan_20_CA333-2024_11.pdf,civil,Supreme Court,20,election,"order
jamal khan mandokhail, j. for reasons to be recorded later, we
dispose of these appeals, petitions and miscellaneous applications
through a short order as under:
1. these matters involve a contr",c:\hafsa_thesis material\supreme_court_scraper\pdfs\civil\civil_election_pakistan_20_CA333-2024_11.pdf
criminal_appeal_pakistan_20_DeathSentence-Sessions_3.pdf,criminal,Supreme Court,20,appeal,"in the supreme court of pakistan
( appellate jurisdiction )
present:
justice jamal khan mandokhail
justice syed hasan azhar rizvi
justice naeem akhtar afghan
jail petition no. 269 of 2017
(on appeal a",c:\hafsa_thesis material\supreme_court_scraper\pdfs\criminal\criminal_appeal_pakistan_20_DeathSentence-Sessions_3.pdf
criminal_appeal_pakistan_20_JP269-2017.pdf,criminal,Supreme Court,20,appeal,"in the supreme court of pakistan
( appellate jurisdiction )
present:
justice jamal khan mandokhail
justice syed hasan azhar rizvi
justice naeem akhtar afghan
jail petition no. 269 of 2017
(on appeal a",c:\hafsa_thesis material\supreme_court_scraper\pdfs\criminal\criminal_appeal_pakistan_20_JP269-2017.pdf
criminal_appeal_pakistan_20_LifeImprisonment-.pdf,criminal,Supreme Court,20,appeal,"in the supreme court of pakistan
( appellate jurisdiction )
present:
justice jamal khan mandokhail
justice syed hasan azhar rizvi
justice naeem akhtar afghan
jail petition no.234 of 2017 and
criminal ",c:\hafsa_thesis material\supreme_court_scraper\pdfs\criminal\criminal_appeal_pakistan_20_LifeImprisonment-.pdf
criminal_appeal_pakistan_20_JP234-2017.pdf,criminal,Supreme Court,20,appeal,"in the supreme court of pakistan
( appellate jurisdiction )
present:
justice jamal khan mandokhail
justice syed hasan azhar rizvi
justice naeem akhtar afghan
jail petition no.234 of 2017 and
criminal ",c:\hafsa_thesis material\supreme_court_scraper\pdfs\criminal\criminal_appeal_pakistan_20_JP234-2017.pdf
criminal_appeal_pakistan_20_LifeImprisonment-NarcoticSubstanceCase.pdf,criminal,Supreme Court,20,appeal,"in the supreme court of pakistan
( appellate jurisdiction )
present:
justice jamal khan mandokhail
justice syed hasan azhar rizvi
justice naeem akhtar afghan
criminal petition no.130-q of 2021
(on app",c:\hafsa_thesis material\supreme_court_scraper\pdfs\criminal\criminal_appeal_pakistan_20_LifeImprisonment-NarcoticSubstanceCase.pdf
criminal_appeal_pakistan_20_CrlPLA130-Q-2021.pdf,criminal,Supreme Court,20,appeal,"in the supreme court of pakistan
( appellate jurisdiction )
present:
justice jamal khan mandokhail
justice syed hasan azhar rizvi
justice naeem akhtar afghan
criminal petition no.130-q of 2021
(on app",c:\hafsa_thesis material\supreme_court_scraper\pdfs\criminal\criminal_appeal_pakistan_20_CrlPLA130-Q-2021.pdf
criminal_general_pakistan_20_OtherSentences-_2.pdf,criminal,Supreme Court,20,general,"in the supreme court of pakistan
(appellate jurisdiction)
present:
mr. justice jamal khan mandokhail
mr. justice syed hasan azhar rizvi
mr. justice naeem akhtar afghan
criminal petitions no.351-352, 4",c:\hafsa_thesis material\supreme_court_scraper\pdfs\criminal\criminal_general_pakistan_20_OtherSentences-_2.pdf
criminal_general_pakistan_20_CrlPLA351-2022.pdf,criminal,Supreme Court,20,general,"in the supreme court of pakistan
(appellate jurisdiction)
present:
mr. justice jamal khan mandokhail
mr. justice syed hasan azhar rizvi
mr. justice naeem akhtar afghan
criminal petitions no.351-352, 4",c:\hafsa_thesis material\supreme_court_scraper\pdfs\criminal\criminal_general_pakistan_20_CrlPLA351-2022.pdf
criminal_appeal_pakistan_20_Transferofcases-.pdf,criminal,Supreme Court,20,appeal,"in the supreme court of pakistan
( appellate jurisdiction )
present:
justice jamal khan mandokhail
justice syed hasan azhar rizvi
justice naeem akhtar afghan
criminal petition no.128 of 2024
(0n appea",c:\hafsa_thesis material\supreme_court_scraper\pdfs\criminal\criminal_appeal_pakistan_20_Transferofcases-.pdf
criminal_appeal_pakistan_20_CrlPLA128-2024.pdf,criminal,Supreme Court,20,appeal,"in the supreme court of pakistan
( appellate jurisdiction )
present:
justice jamal khan mandokhail
justice syed hasan azhar rizvi
justice naeem akhtar afghan
criminal petition no.128 of 2024
(0n appea",c:\hafsa_thesis material\supreme_court_scraper\pdfs\criminal\criminal_appeal_pakistan_20_CrlPLA128-2024.pdf
criminal_appeal_pakistan_20_DeathSentence-Sessions_4.pdf,criminal,Supreme Court,20,appeal,"in the supreme court of pakistan
( appellate jurisdiction )
present:
justice jamal khan mandokhail
justice syed hasan azhar rizvi
justice naeem akhtar afghan
criminal petition no.668 of 2019
(0n appea",c:\hafsa_thesis material\supreme_court_scraper\pdfs\criminal\criminal_appeal_pakistan_20_DeathSentence-Sessions_4.pdf
criminal_appeal_pakistan_20_CrlPLA668-2019.pdf,criminal,Supreme Court,20,appeal,"in the supreme court of pakistan
( appellate jurisdiction )
present:
justice jamal khan mandokhail
justice syed hasan azhar rizvi
justice naeem akhtar afghan
criminal petition no.668 of 2019
(0n appea",c:\hafsa_thesis material\supreme_court_scraper\pdfs\criminal\criminal_appeal_pakistan_20_CrlPLA668-2019.pdf
criminal_appeal_pakistan_20_OtherSentences-10YearsRI_1.pdf,criminal,Supreme Court,20,appeal,"in the supreme court of pakistan
( appellate jurisdiction )
present:
justice jamal khan mandokhail
justice syed hasan azhar rizvi
justice naeem akhtar afghan
criminal petition no. 1602 of 2023
(on app",c:\hafsa_thesis material\supreme_court_scraper\pdfs\criminal\criminal_appeal_pakistan_20_OtherSentences-10YearsRI_1.pdf
criminal_appeal_pakistan_20_CrlPLA1602-2023.pdf,criminal,Supreme Court,20,appeal,"in the supreme court of pakistan
( appellate jurisdiction )
present:
justice jamal khan mandokhail
justice syed hasan azhar rizvi
justice naeem akhtar afghan
criminal petition no. 1602 of 2023
(on app",c:\hafsa_thesis material\supreme_court_scraper\pdfs\criminal\criminal_appeal_pakistan_20_CrlPLA1602-2023.pdf
criminal_appeal_pakistan_20_LifeImprisonment-Sessions_2.pdf,criminal,Supreme Court,20,appeal,"in the supreme court of pakistan
( appellate jurisdiction )
present:
justice jamal khan mandokhail
justice syed hasan azhar rizvi
justice naeem akhtar afghan
criminal petition no.968 of 2017 and
crimi",c:\hafsa_thesis material\supreme_court_scraper\pdfs\criminal\criminal_appeal_pakistan_20_LifeImprisonment-Sessions_2.pdf
criminal_appeal_pakistan_20_CrlPLA968-2017.pdf,criminal,Supreme Court,20,appeal,"in the supreme court of pakistan
( appellate jurisdiction )
present:
justice jamal khan mandokhail
justice syed hasan azhar rizvi
justice naeem akhtar afghan
criminal petition no.968 of 2017 and
crimi",c:\hafsa_thesis material\supreme_court_scraper\pdfs\criminal\criminal_appeal_pakistan_20_CrlPLA968-2017.pdf
bail_appeal_pakistan_20_OtherSentences-2YearsRI.pdf,bail,Supreme Court,20,appeal,"in the supreme court of pakistan
(appellate jurisdiction)
present:
justice jamal khan mandokhail
justice syed hasan azhar rizvi
justice naeem akhtar afghan
criminal petitions no.194 and 29-k of 2024
(",c:\hafsa_thesis material\supreme_court_scraper\pdfs\bail\bail_appeal_pakistan_20_OtherSentences-2YearsRI.pdf
bail_appeal_pakistan_20_CrlPLA194-2024.pdf,bail,Supreme Court,20,appeal,"in the supreme court of pakistan
(appellate jurisdiction)
present:
justice jamal khan mandokhail
justice syed hasan azhar rizvi
justice naeem akhtar afghan
criminal petitions no.194 and 29-k of 2024
(",c:\hafsa_thesis material\supreme_court_scraper\pdfs\bail\bail_appeal_pakistan_20_CrlPLA194-2024.pdf
